X,Y
30.585376,50.3950144
30.3732,50.5007488
30.411024,50.4591104
30.5170048,50.4883264
30.5548288,50.388784
30.6304768,50.3977696
30.5242816,50.4881024
30.5621056,50.4015072
30.5999296,50.464752
30.6377536,50.3987872
30.6377536,50.4629568
30.4255776,50.4768032
30.5693824,50.3125504
30.5693824,50.4207488
30.5693824,50.4956192
30.5693824,50.4198464
30.4328544,50.4328
30.5463264,50.4018016
30.3644832,50.5037408
30.6144832,50.4388576
30.5536032,50.3418112
30.5536032,50.3849536
30.5536032,50.4946432
30.5536032,50.3859552
30.5536032,50.3419296
30.5536032,50.4010656
30.5536032,50.3850144
30.5536032,50.3849792
30.447408,50.4596736
30.485232,50.542816
30.485232,50.541536
30.523056,50.4882976
30.56088,50.4001632
30.56088,50.4005056
30.4546848,50.4321984
30.5303328,50.3869824
30.3863136,50.4111136
30.4241376,50.4770848
30.3179424,50.4529312
30.5679424,50.4956128
30.5679424,50.4954656
30.5679424,50.31456
30.6435904,50.4687744
30.5373952,50.3258784
30.5752192,50.4953504
30.3630432,50.5092768
30.4765152,50.5069728
30.4765152,50.5069696
30.544672,50.402208
30.582496,50.4953472
30.62032,50.3961376
30.658144,50.470928
30.483792,50.5070944
30.483792,50.5262496
30.483792,50.5264512
30.483792,50.5257632
30.483792,50.5260128
30.483792,50.4887424
30.483792,50.5467136
30.483792,50.5253152
30.483792,50.5270048
30.483792,50.5238976
30.5897728,50.4294944
30.5897728,50.4498304
30.6275968,50.471088
30.4910688,50.4961504
30.5288928,50.4885792
30.4226976,50.5142848
30.4983456,50.4996544
30.5361696,50.4032768
30.5361696,50.4908832
30.4677984,50.483184
30.5434464,50.4929696
30.5434464,50.4928512
30.6190944,50.3961408
30.4372512,50.4555712
30.4750752,50.5540352
30.5507232,50.3536064
30.5507232,50.3535648
30.5507232,50.3536768
30.5507232,50.3779616
30.5507232,50.3554048
30.5507232,50.3555168
30.5885472,50.3951136
30.5885472,50.4291872
30.3763712,50.4173472
30.482352,50.3555616
30.482352,50.5483392
30.520176,50.4882496
30.345824,50.454704
30.595824,50.3945056
30.383648,50.4968288
30.7396288,50.3971488
30.5274528,50.4883456
30.5274528,50.488384
30.3531008,50.5186944
30.3909248,50.4575872
30.5347296,50.4904288
30.5725536,50.4245504
30.3982016,50.4854656
30.4738496,50.5553888
30.4054784,50.4024096
30.4433024,50.4550208
30.5871072,50.4955648
30.3749312,50.4565312
30.4505792,50.5100704
30.7005792,50.4803136
30.5640512,50.4031712
30.5640512,50.4033056
30.420032,50.47712
30.420032,50.4772032
30.533504,50.3027776
30.533504,50.490064
30.533504,50.4899328
30.533504,50.4900448
30.533504,50.4319264
30.571328,50.4954368
30.571328,50.4953856
30.571328,50.396752
30.609152,50.3946656
30.5786048,50.41408
30.4724096,50.5578016
30.4724096,50.3596608
30.5480576,50.4939488
30.5480576,50.4017952
30.5480576,50.4937088
30.5858816,50.3952448
30.5858816,50.3949344
30.5858816,50.4283328
30.4796864,50.4617888
30.5553344,50.4946592
30.5553344,50.389232
30.5553344,50.3894656
30.5553344,50.390144
30.5553344,50.390256
30.5553344,50.3893408
30.3431584,50.5245088
30.6309824,50.4358912
30.4188064,50.4378784
30.5626112,50.402016
30.5626112,50.4019328
30.5626112,50.4955552
30.5626112,50.4374688
30.3504352,50.5203136
30.3882592,50.4098336
30.4260832,50.4767328
30.4260832,50.4767424
30.532064,50.4896416
30.532064,50.3418304
30.319888,50.4530016
30.569888,50.4175072
30.569888,50.4134688
30.569888,50.4114944
30.569888,50.4175616
30.569888,50.4145344
30.569888,50.4134816
30.569888,50.41408
30.569888,50.4139904
30.569888,50.4174848
30.569888,50.4172416
30.607712,50.436832
30.471184,50.5635328
30.509008,50.5148192
30.5771648,50.4259104
30.4784608,50.4878208
30.5541088,50.3863616
30.5541088,50.3872256
30.5541088,50.3873216
30.5541088,50.3872
30.5541088,50.38728
30.5541088,50.3863328
30.5541088,50.4276224
30.6979136,50.4101184
30.4857376,50.4114272
30.5235616,50.488176
30.5613856,50.4006688
30.5613856,50.4953344
30.5613856,50.4955104
30.4551904,50.5207264
30.2808384,50.450208
30.5308384,50.4892704
30.3186624,50.4529792
30.6064864,50.4360736
30.4246432,50.4769088
30.2881152,50.4507232
30.5381152,50.491296
30.3637632,50.5074496
30.3637632,50.4284544
30.3637632,50.5058816
30.545392,50.493552
30.545392,50.4933856
30.583216,50.3953248
30.408864,50.4588064
30.4770208,50.5524832
30.4770208,50.4877696
30.446688,50.4570272
30.5526688,50.4011584
30.5526688,50.383296
30.5526688,50.3833184
30.5526688,50.49448
30.5526688,50.383552
30.5526688,50.3472032
30.5526688,50.4011616
30.5526688,50.4944928
30.5526688,50.4944992
30.5904928,50.4921792
30.4539648,50.4725408
30.5221216,50.4085184
30.5977696,50.3946656
30.4234176,50.4771104
30.4612416,50.4456192
30.5672224,50.407184
30.5672224,50.4281248
30.6050464,50.4355136
30.3928704,50.4577024
30.4685184,50.4507712
30.2941664,50.4510912
30.5441664,50.4930752
30.6879712,50.4766208
30.4757952,50.5068896
30.6196,50.5245088
30.5514432,50.3790784
30.5514432,50.3522752
30.695248,50.4788864
30.55872,50.495056
30.55872,50.397664
30.4903488,50.35408
30.5281728,50.4114528
30.5281728,50.4886208
30.5281728,50.4886272
30.5659968,50.495744
30.5659968,50.4051328
30.3538208,50.5184768
30.4598016,50.4821024
30.5354496,50.4904832
30.5732736,50.3065344
30.5427264,50.417152
30.3305504,50.4536896
30.5805504,50.4954048
30.4061984,50.5027008
30.4440224,50.4499232
30.4440224,50.4499936
30.5500032,50.4405696
30.5500032,50.4013632
30.5500032,50.3581696
30.3378272,50.454144
30.5878272,50.428912
30.5878272,50.4289184
30.3756512,50.4566272
30.4512992,50.3653792
30.4891232,50.489104
30.55728,50.394112
30.55728,50.3942944
30.55728,50.3949888
30.595104,50.3945056
30.420752,50.4771488
30.2464,50.447696
30.5645568,50.4345184
30.5645568,50.4038528
30.5645568,50.495664
30.6402048,50.4637024
30.4280288,50.4764512
30.3596576,50.4379104
30.3596576,50.4353824
30.6096576,50.4913568
30.3974816,50.4326656
30.4353056,50.4369248
30.4731296,50.4475008
30.5109536,50.4888
30.5487776,50.4940032
30.5487776,50.4016224
30.5866016,50.4953376
30.5866016,50.3949216
30.4425824,50.4462688
30.4804064,50.5497728
30.5182304,50.488416
30.5560544,50.3913984
30.5560544,50.3920096
30.4876832,50.4890848
30.5255072,50.4881408
30.5633312,50.4367488
30.457136,50.4719648
30.532784,50.4897952
30.358432,50.4467872
30.5400608,50.4451488
30.5778848,50.3954048
30.6157088,50.4238176
30.6157088,50.395408
30.5473376,50.493632
30.5473376,50.4193088
30.5473376,50.4936512
30.4791808,50.415824
30.4791808,50.5073056
30.5546144,50.3876544
30.5546144,50.4228512
30.5546144,50.388192
30.5546144,50.3885472
30.3802624,50.49432
30.4180864,50.3979424
30.6680864,50.403296
30.4559104,50.4305024
30.5997152,50.394512
30.5010112,50.4890208
30.5388352,50.4914944
30.3266592,50.5340704
30.43264,50.477104
30.546112,50.4936704
30.583936,50.4277792
30.4777408,50.4877888
30.4777408,50.507136
30.5533888,50.385568
30.5533888,50.3843584
30.3412128,50.5256096
30.5912128,50.490592
30.3790368,50.457024
30.6290368,50.3974496
30.4471936,50.4589344
30.4471936,50.4634752
30.4850176,50.5422208
30.4850176,50.4888832
30.4850176,50.5013472
30.4850176,50.5385984
30.5228416,50.405104
30.3106656,50.5433536
30.5606656,50.4395072
30.5984896,50.3943904
30.5984896,50.4684256
30.5226272,50.3404096
30.5604512,50.495248
30.5604512,50.3994784
30.3482752,50.521584
30.3860992,50.498768
30.4617472,50.4824608
30.4617472,50.4246528
30.529904,50.488992
30.567728,50.407936
30.567728,50.4079136
30.605552,50.4357376
30.393376,50.4579552
30.469024,50.3772736
30.3628288,50.512256
30.3628288,50.5242432
30.3628288,50.430448
30.3628288,50.5105664
30.6506528,50.4624928
30.4763008,50.5530592
30.4763008,50.3805824
30.4763008,50.5528192
30.5519488,50.49424
30.5519488,50.349824
30.5519488,50.3485024
30.6201056,50.3962944
30.4457536,50.439328
30.5214016,50.4081184
30.4152064,50.399232
30.4530304,50.4377376
30.4908544,50.4959264
30.4908544,50.4892896
30.3165024,50.476032
30.5665024,50.398768
30.6043264,50.4353536
30.6724832,50.4034912
30.4603072,50.3714816
30.4981312,50.4941472
30.4981312,50.5015072
30.5359552,50.4906656
30.5737792,50.4953728
30.3994272,50.4045248
30.505408,50.4888032
30.331056,50.5314976
30.581056,50.426896
30.36888,50.4224512
30.4748608,50.4476576
30.4748608,50.4816704
30.5126848,50.48856
30.5505088,50.3557248
30.5505088,50.4940672
30.5505088,50.35568
30.3383328,50.4542016
30.5883328,50.5083264
30.5199616,50.4883584
30.5199616,50.488256
30.4518048,50.4463232
30.5577856,50.3962144
30.6334336,50.4321952
30.4212576,50.4771104
30.4969056,50.388944
30.5650624,50.3189888
30.5650624,50.4043872
30.4285344,50.4573568
30.5041824,50.4889824
30.2920064,50.4510016
30.5420064,50.4927136
30.5420064,50.4926464
30.6101632,50.5279968
30.4736352,50.506576
30.4736352,50.5558496
30.5492832,50.3614208
30.5492832,50.3651168
30.5492832,50.3615072
30.5492832,50.3617248
30.5492832,50.36208
30.5492832,50.4016544
30.5492832,50.3617376
30.443088,50.4486528
30.480912,50.5071744
30.55656,50.3931488
30.55656,50.4263232
30.55656,50.3932416
30.594384,50.4810336
30.5260128,50.4883904
30.5638368,50.4955904
30.6016608,50.4340768
30.2832896,50.4503968
30.5332896,50.4899968
30.5711136,50.49544
30.3967616,50.5173024
30.5027424,50.4078528
30.5405664,50.4921088
30.3283904,50.533152
30.3662144,50.4258848
30.5100192,50.40744
30.5478432,50.4937088
30.5856672,50.3949856
30.5856672,50.3952384
30.55512,50.3889504
30.55512,50.3897664
30.55512,50.3899264
30.55512,50.3889696
30.4869632,50.4891712
30.630768,50.451888
30.418592,50.4771808
30.456416,50.4463808
30.5623968,50.3245376
30.3880448,50.4099744
30.6758688,50.4030048
30.5393408,50.4916864
30.6453216,50.4001952
30.5087936,50.4887968
30.5466176,50.4017728
30.5466176,50.4935616
30.3344416,50.5296064
30.5844416,50.464336
30.6904224,50.4774944
30.5160704,50.4885888
30.5538944,50.3867008
30.5538944,50.3857696
30.5538944,50.494496
30.5538944,50.3856864
30.5538944,50.385856
30.5538944,50.401024
30.5538944,50.3865504
30.5538944,50.4946784
30.5538944,50.3866944
30.5917184,50.5094272
30.4098752,50.5108096
30.4855232,50.4115456
30.3111712,50.5429536
30.5611712,50.495312
30.4928,50.4891776
30.530624,50.4719456
30.568448,50.4242944
30.568448,50.4954496
30.568448,50.4954784
30.644096,50.3999648
30.5379008,50.491408
30.5379008,50.4148256
30.5757248,50.3957376
30.5757248,50.3957088
30.3635488,50.4875552
30.3635488,50.508512
30.5451776,50.4935264
30.5451776,50.493328
30.3330016,50.5305696
30.5830016,50.3950912
30.4464736,50.4389824
30.6964736,50.479152
30.4842976,50.4889248
30.4842976,50.5309728
30.4842976,50.5022848
30.4842976,50.4537856
30.4842976,50.545952
30.4842976,50.567664
30.4842976,50.5306688
30.5524544,50.4945056
30.5524544,50.4942688
30.5524544,50.3480608
30.5524544,50.3818592
30.5524544,50.401184
30.5524544,50.3828192
30.6281024,50.4635456
30.4537504,50.4725216
30.5975552,50.3943904
30.5975552,50.3946304
30.4232032,50.4771456
30.4232032,50.4770656
30.4610272,50.445792
30.5366752,50.485152
30.5366752,50.3210944
30.5744992,50.4954688
30.43048,50.4769248
30.543952,50.4929824
30.581776,50.4271008
30.4755808,50.4874848
30.4755808,50.5537792
30.5512288,50.3794528
30.5512288,50.401376
30.5512288,50.4013824
30.5512288,50.4014464
30.5512288,50.3528896
30.5512288,50.3504608
30.5512288,50.352992
30.3390528,50.45424
30.5890528,50.3948544
30.4828576,50.4887584
30.3085056,50.5445152
30.5585056,50.397152
30.5585056,50.4950272
30.5585056,50.3970336
30.5963296,50.4752736
30.4523104,50.4789472
30.4219776,50.476992
30.4219776,50.4769984
30.5279584,50.4886432
30.5657824,50.4956128
30.5657824,50.4054336
30.5657824,50.4324768
30.6036064,50.4350432
30.4292544,50.5227424
30.5352352,50.4906048
30.5730592,50.3962784
30.5730592,50.4956032
30.6487072,50.4007072
30.542512,50.4927904
30.542512,50.4927968
30.4743552,50.5552032
30.4743552,50.5551648
30.580336,50.3955264
30.580336,50.297152
30.580336,50.4267072
30.405984,50.4995296
30.405984,50.50016
30.405984,50.4986624
30.405984,50.501808
30.405984,50.4988224
30.405984,50.498992
30.405984,50.5021856
30.443808,50.449792
30.443808,50.4409632
30.519456,50.4884192
30.5876128,50.3949024
30.5876128,50.4288512
30.4132608,50.4591456
30.5948896,50.50296
30.5267328,50.4108608
30.4205376,50.4770688
30.3218336,50.453072
30.4656384,50.3750528
30.5791104,50.4264864
30.5791104,50.395344
30.5863872,50.4160416
30.6242112,50.3967008
30.442368,50.4457536
30.730192,50.3981472
30.30584,50.4785088
30.55584,50.3907456
30.55584,50.3911136
30.55584,50.3362624
30.343664,50.4546656
30.381488,50.4285632
30.631488,50.4528928
30.3131168,50.5419072
30.3887648,50.500752
30.4644128,50.3738784
30.3203936,50.537648
30.5703936,50.416528
30.5703936,50.4163552
30.5703936,50.4149536
30.6082176,50.3943296
30.3960416,50.4685056
30.4716896,50.5595968
30.4716896,50.5602176
30.4716896,50.5604032
30.4716896,50.5604512
30.4716896,50.5595104
30.3276704,50.5334624
30.5776704,50.3955808
30.3654944,50.4268352
30.4411424,50.4552128
30.5849472,50.3950496
30.5849472,50.3953056
30.3727712,50.4563552
30.6227712,50.4709632
30.4862432,50.4890368
30.4862432,50.3548864
30.4862432,50.3550144
30.5618912,50.4013472
30.667872,50.403264
30.281344,50.4502336
30.569168,50.3975712
30.569168,50.49544
30.3873248,50.410384
30.4251488,50.4768512
30.356992,50.4563264
30.606992,50.4365056
30.4629728,50.424224
30.5386208,50.3419136
30.5386208,50.4914656
30.5764448,50.4955776
30.3642688,50.504464
30.3642688,50.5048032
30.3642688,50.4559456
30.4324256,50.4321504
30.5458976,50.4934208
30.5458976,50.4187584
30.5458976,50.4018464
30.5837216,50.395072
30.6215456,50.3963328
30.4775264,50.552064
30.4775264,50.5517632
30.5153504,50.3389312
30.5531744,50.4011008
30.5531744,50.4010912
30.5531744,50.383664
30.5531744,50.383808
30.3409984,50.4543488
30.5909984,50.4298784
30.6288224,50.4605376
30.6288224,50.4395872
30.590784,50.3947136
30.628608,50.44832
30.454256,50.5509536
30.3102368,50.543536
30.5602368,50.4954592
30.5602368,50.4954304
30.5980608,50.4702368
30.4237088,50.4769504
30.4993568,50.3475136
30.5371808,50.4911808
30.6053376,50.4358592
30.6053376,50.4358176
30.4688096,50.4834144
30.7188096,50.485088
30.5822816,50.4272928
30.4004384,50.4090144
30.4760864,50.487472
30.4760864,50.3805632
30.4760864,50.5530048
30.5517344,50.4942208
30.5517344,50.3499936
30.5517344,50.3510752
