X,Y
30.5563936,50.4008832
30.5563936,50.3920864
30.5563936,50.392592
30.4198656,50.4771296
30.5636704,50.4363328
30.5636704,50.402976
30.5636704,50.4029344
30.3514944,50.4549632
30.6014944,50.4609376
30.4271424,50.4766336
30.4649664,50.3743296
30.5709472,50.3101792
30.5709472,50.495632
30.6087712,50.4929088
30.4722432,50.5588608
30.4722432,50.3791744
30.4722432,50.5586848
30.4722432,50.447376
30.578224,50.4260832
30.578224,50.4262336
30.366048,50.4560512
30.47952,50.5503488
30.47952,50.3850368
30.5855008,50.3952448
30.5855008,50.4158048
30.4111488,50.435904
30.6306016,50.4517408
30.4184256,50.4773568
30.4562496,50.3686592
30.4562496,50.4299936
30.4940736,50.4891104
30.5318976,50.489552
30.5697216,50.4956064
30.5697216,50.4119072
30.5697216,50.4185472
30.5697216,50.4188512
30.3575456,50.451152
30.6075456,50.4367136
30.7135264,50.483888
30.3269984,50.4534976
30.5769984,50.495584
30.6148224,50.4567008
30.5464512,50.4018208
30.4099232,50.4588672
30.47808,50.551648
30.515904,50.4886016
30.553728,50.4009216
30.553728,50.3854752
30.553728,50.385296
30.591552,50.4300064
30.591552,50.3947168
30.591552,50.4896064
30.4172,50.4592288
30.455024,50.4316992
30.5988288,50.4681856
30.4623008,50.3727264
30.5682816,50.4088224
30.6061056,50.4361024
30.4695776,50.3623552
30.3255584,50.4533376
30.5755584,50.3955648
30.3633824,50.5075712
30.3633824,50.5075808
30.4390304,50.4556352
30.5146784,50.3390432
30.5525024,50.494336
30.5525024,50.3829376
30.5525024,50.382928
30.5525024,50.3465696
30.4463072,50.445072
30.4841312,50.5322784
30.4841312,50.5320832
30.4841312,50.5322432
30.4841312,50.5319584
30.4841312,50.4887648
30.5597792,50.3320192
30.627936,50.464576
30.491408,50.519744
30.529232,50.4888512
30.4533696,50.419616
30.7033696,50.4137664
30.5290176,50.4888
30.5668416,50.4954848
30.5668416,50.4071232
30.5668416,50.495664
30.6046656,50.2814592
30.3924896,50.4313696
30.2862944,50.4506528
30.3241184,50.453216
30.5741184,50.4779808
30.3619424,50.5200256
30.5435712,50.4508928
30.5813952,50.4270272
30.5813952,50.4271712
30.3692192,50.4562912
30.4826912,50.5483232
30.4826912,50.4885856
30.550848,50.3783264
30.550848,50.3770752
30.626496,50.3972864
30.41432,50.4773728
30.489968,50.4890624
30.489968,50.4892032
30.527792,50.4886016
30.3837728,50.4970336
30.4215968,50.4772064
30.4594208,50.4952416
30.4972448,50.4891232
30.2850688,50.4504352
30.5728928,50.4953056
30.3910496,50.5034368
30.4288736,50.4765504
30.2923456,50.4509888
30.5423456,50.4927968
30.4739744,50.4194816
30.5496224,50.4939392
30.5496224,50.3608288
30.5496224,50.3648
30.5496224,50.4940992
30.5496224,50.3615136
30.5496224,50.3726912
30.5496224,50.3728928
30.5874464,50.3948928
30.6252704,50.4678112
30.4434272,50.4416896
30.4812512,50.5491776
30.4812512,50.3556832
30.4812512,50.4883776
30.5568992,50.3931552
30.5568992,50.3932256
30.5568992,50.3933856
30.5947232,50.3948224
30.4203712,50.4770848
30.526352,50.4881792
30.564176,50.4034112
30.564176,50.4034912
30.427648,50.4764704
30.5336288,50.3803488
30.5336288,50.2926784
30.5336288,50.4742624
30.3592768,50.4411904
30.6092768,50.4372608
30.5409056,50.492112
30.5409056,50.4921408
30.4727488,50.572112
30.4727488,50.5571968
30.5787296,50.4263456
30.6165536,50.4396672
30.4422016,50.445392
30.4422016,50.4453088
30.4422016,50.4579168
30.4800256,50.549984
30.5178496,50.4885408
30.5860064,50.3948256
30.6994784,50.4111008
30.5251264,50.4882848
30.5251264,50.4099872
30.5251264,50.4035936
30.5932832,50.4298176
30.5324032,50.4897088
30.5324032,50.4731712
30.5324032,50.4897536
30.5324032,50.4897504
30.5702272,50.41504
30.5702272,50.4138976
30.5702272,50.41464
30.5702272,50.417792
30.5702272,50.4141184
30.464032,50.482896
30.501856,50.4889728
30.327504,50.5336064
30.4713088,50.5608512
30.4713088,50.5630272
30.4713088,50.56136
30.4713088,50.5631872
30.4713088,50.4474208
30.4713088,50.560992
30.4713088,50.5609408
30.5469568,50.4936
30.5847808,50.395312
30.6226048,50.4710464
30.4785856,50.5509952
30.5542336,50.3866912
30.5920576,50.5095936
30.5920576,50.488112
30.6298816,50.4377952
30.4858624,50.4890784
30.5236864,50.4880704
30.5993344,50.4332576
30.3871584,50.4994976
30.2809632,50.4502944
30.5687872,50.4103808
30.5687872,50.4102784
30.3944352,50.4578272
30.4322592,50.3897024
30.4322592,50.4317312
30.7200832,50.4854432
30.53824,50.4914848
30.576064,50.395728
30.576064,50.4953664
30.363888,50.5051808
30.515184,50.488608
30.3333408,50.5301312
30.5833408,50.5071328
30.6589888,50.4708704
30.4846368,50.5457472
30.4846368,50.535424
30.4846368,50.5360288
30.4846368,50.5355264
30.4846368,50.53584
30.4846368,50.5451264
30.5224608,50.4881312
30.3102848,50.4523584
30.6284416,50.44752
30.6284416,50.506912
30.5297376,50.4887744
30.5675616,50.4273024
30.5675616,50.405376
30.4235424,50.4769792
30.4613664,50.3722656
30.5370144,50.322304
30.5370144,50.4911104
30.5370144,50.4910368
30.3626624,50.5128128
30.5064672,50.3930176
30.5442912,50.4933152
30.5442912,50.493088
30.5821152,50.3953696
30.4077632,50.5056448
30.4077632,50.5055584
30.513744,50.5196
30.551568,50.3794208
30.551568,50.3795168
30.551568,50.3795648
30.551568,50.4942208
30.551568,50.3797152
30.551568,50.494176
30.551568,50.4943616
30.627216,50.2493696
30.5210208,50.3396576
30.5588448,50.4237824
30.3466688,50.522416
30.6723168,50.4035424
30.4601408,50.3713408
30.5282976,50.4886624
30.6039456,50.2822112
30.4295936,50.5101152
30.3233984,50.453168
30.5733984,50.4953984
30.3990464,50.4045824
30.4746944,50.5544512
30.4746944,50.5548032
30.3003424,50.5500608
30.5503424,50.3765472
30.5503424,50.3557152
30.5503424,50.4014944
30.5503424,50.494048
30.5503424,50.3765344
30.3684992,50.4228576
30.4063232,50.5034016
30.4063232,50.5029792
30.4063232,50.502864
30.4441472,50.4409632
30.4819712,50.4132544
30.3076192,50.45216
30.5576192,50.394992
30.5576192,50.3954432
30.5576192,50.3957248
30.527072,50.4884864
30.564896,50.4339136
30.564896,50.4343232
30.564896,50.403872
30.564896,50.4956736
30.564896,50.4043392
30.4208768,50.4770848
30.5343488,50.3103872
30.5343488,50.4903168
30.5721728,50.4954272
30.3599968,50.43656
30.4659776,50.374896
30.5038016,50.343632
30.5416256,50.4923712
30.5416256,50.4923776
30.5416256,50.492576
30.5794496,50.2982368
30.5794496,50.2984032
30.4732544,50.5567712
30.5489024,50.4017408
30.5489024,50.3746752
30.5867264,50.394976
30.5183552,50.488496
30.3061792,50.4784736
30.5561792,50.3922496
30.5561792,50.39152
30.5561792,50.494816
30.5940032,50.3945248
30.5940032,50.3947232
30.4574752,50.4285856
30.563456,50.4023552
30.563456,50.4954272
30.563456,50.4026976
30.4952992,50.4076736
30.426928,50.4766112
30.5404,50.4025888
30.5404,50.4919776
30.4342048,50.4766496
30.4720288,50.5592928
30.6158336,50.4810816
30.5476768,50.4938688
30.4414816,50.3824448
30.5171296,50.4885408
30.5549536,50.389408
30.5549536,50.4228096
30.5549536,50.3893312
30.5927776,50.394864
30.5927776,50.3948672
30.4487584,50.5115424
30.4487584,50.4454912
30.5244064,50.4882112
30.5244064,50.4095808
30.5622304,50.400288
30.5622304,50.3246208
30.6000544,50.465104
30.3878784,50.500192
30.5316832,50.4557408
30.5695072,50.4112448
30.5695072,50.4112896
30.5695072,50.4123968
30.5695072,50.4122016
30.6073312,50.4545696
30.53896,50.4917056
30.576784,50.3954464
30.364608,50.5033376
30.5084128,50.4886528
30.5462368,50.4936512
30.6218848,50.3964128
30.4097088,50.4355136
30.5535136,50.3857472
30.5535136,50.3433632
30.5535136,50.3855424
30.5535136,50.3855904
30.5535136,50.3856864
30.5535136,50.3856768
30.5535136,50.3846816
30.5535136,50.3854976
30.4853568,50.5424064
30.4853568,50.5070816
30.5913376,50.4299712
30.6291616,50.4528736
30.4169856,50.459424
30.4548096,50.4321088
30.7048096,50.41472
30.5607904,50.4952672
30.5607904,50.400416
30.3486144,50.5212512
30.5986144,50.3943104
30.5986144,50.46808
30.7120864,50.4834432
30.6058912,50.3941504
30.4315392,50.390384
30.5450112,50.4934656
30.5828352,50.395104
30.5828352,50.4275904
30.47664,50.552816
30.47664,50.5070304
30.514464,50.3390336
30.302288,50.45176
30.552288,50.4012512
30.552288,50.3815264
30.590112,50.4295616
30.590112,50.39496
30.590112,50.429616
30.590112,50.3950112
30.4460928,50.4551424
30.4839168,50.5293888
30.4839168,50.5287488
30.4839168,50.5290784
30.4839168,50.5470592
30.5217408,50.4883392
30.3473888,50.4547936
30.5973888,50.3944128
30.3093504,50.5440608
30.5593504,50.49536
30.5971744,50.4735104
30.4228224,50.476944
30.4606464,50.4717344
30.3166272,50.5399744
30.5666272,50.4956352
30.5666272,50.3986688
30.4679232,50.446464
30.53608,50.4908416
30.53608,50.4907008
30.399552,50.4847744
30.4752,50.5541792
30.3690048,50.456272
30.4068288,50.5041152
30.6568288,50.40176
30.4824768,50.4126656
30.5203008,50.3886784
30.5581248,50.3912128
30.6262816,50.450736
30.6641056,50.4702496
30.4519296,50.5703744
30.4897536,50.3544512
30.3154016,50.5405664
30.3154016,50.5406272
30.5654016,50.4328768
30.4213824,50.4770464
30.4213824,50.4771648
30.4592064,50.4818432
30.4592064,50.452416
30.5348544,50.4306336
30.5348544,50.490496
30.3226784,50.4530816
30.5726784,50.4956032
30.6105024,50.3945888
30.4286592,50.4572384
30.4664832,50.3755392
30.5421312,50.3387936
30.3299552,50.4536672
30.5799552,50.3955296
30.6177792,50.4395648
30.47376,50.379856
30.549408,50.3691456
30.549408,50.4939392
30.549408,50.4940832
30.549408,50.3697408
30.549408,50.3674752
30.587232,50.5091168
30.587232,50.4287552
30.4810368,50.5495936
30.5188608,50.4884416
30.5566848,50.3928576
30.5566848,50.3935584
30.5566848,50.3926592
30.3445088,50.5237376
30.5945088,50.3945312
30.5945088,50.394576
30.6323328,50.4567232
30.4201568,50.4587456
30.5261376,50.4882112
30.4579808,50.472032
30.5639616,50.4032352
30.5639616,50.4954944
30.4652576,50.4829856
30.3212384,50.4530624
30.5712384,50.4954272
30.6090624,50.3946432
30.6468864,50.4004096
30.4725344,50.5576352
30.5785152,50.395584
30.5785152,50.4261536
30.5481824,50.4198368
30.5481824,50.49368
30.5481824,50.4018016
30.5481824,50.4937408
30.6163392,50.3957184
30.4798112,50.5071616
30.5554592,50.4947168
30.5554592,50.3897504
30.5554592,50.4948768
30.5554592,50.3898208
30.5554592,50.3907168
30.699264,50.4229696
30.487088,50.5683296
30.524912,50.3414432
30.562736,50.4021024
30.562736,50.4020768
30.562736,50.4244992
30.35056,50.5202208
30.2821888,50.4503616
30.5700128,50.412896
30.5700128,50.41584
30.5700128,50.4169472
30.5700128,50.416752
30.5700128,50.4187136
30.6078368,50.4368416
30.3956608,50.4848256
30.5394656,50.4917664
30.3272896,50.4534144
30.6151136,50.4820096
30.4710944,50.561776
30.5467424,50.4935584
30.5467424,50.365872
30.6223904,50.3966016
30.5161952,50.4885216
30.5540192,50.3860864
30.5540192,50.4009056
30.5540192,50.494512
30.5540192,50.4944928
30.5918432,50.509472
30.5918432,50.4300992
30.5918432,50.3949536
30.561296,50.4953888
30.561296,50.4395488
30.59912,50.4330368
30.462592,50.4827808
30.5685728,50.409232
30.5685728,50.4234272
30.5685728,50.4092416
30.3942208,50.457824
30.5455168,50.4934528
30.5455168,50.4933344
30.3636736,50.5080032
30.3636736,50.5079296
30.6136736,50.4841408
30.4014976,50.4088416
30.4771456,50.3452576
30.4771456,50.3447616
30.4771456,50.3441376
30.4771456,50.3446208
30.4771456,50.3481952
30.5527936,50.401072
30.3406176,50.5261888
30.5906176,50.3950304
30.6965984,50.4019584
30.4844224,50.5323072
30.4844224,50.5458464
30.5222464,50.4882656
30.5600704,50.3993408
30.5978944,50.4706912
30.5295232,50.4710912
30.3173472,50.5394464
30.5673472,50.4286144
30.5673472,50.4956128
30.5673472,50.3153344
30.6429952,50.3998304
30.461152,50.4250016
30.5368,50.490912
30.574624,50.4251808
30.362448,50.5142816
30.5440768,50.4022688
30.5819008,50.3954304
30.5819008,50.4273056
30.3697248,50.4216128
30.4075488,50.4014176
30.5135296,50.488624
30.5135296,50.339296
30.6953728,50.4786496
30.4831968,50.5077888
30.4831968,50.5478368
30.5513536,50.401328
30.5513536,50.4013408
30.5513536,50.3789216
30.3391776,50.5269312
30.5891776,50.3950208
30.6648256,50.470224
30.3086304,50.5444416
30.5586304,50.397632
30.5964544,50.4747648
30.3842784,50.4974208
30.6342784,50.4306176
30.4599264,50.369248
30.4977504,50.4926656
30.5355744,50.4907104
30.5355744,50.490528
30.3915552,50.5038528
30.4672032,50.4463424
30.5050272,50.4888
30.5428512,50.4244
30.5428512,50.4928576
30.5806752,50.4268288
30.436656,50.4461504
30.47448,50.554992
30.550128,50.3576512
30.550128,50.3759808
30.550128,50.3754048
30.550128,50.4941952
30.550128,50.4942016
30.550128,50.3741888
30.550128,50.4940064
30.4061088,50.5027808
30.4061088,50.5021632
30.337952,50.5276064
30.4439328,50.4409632
30.4817568,50.549088
30.5574048,50.3945472
30.5574048,50.4949408
30.3452288,50.454736
30.5268576,50.4882656
30.3525056,50.5187424
30.5341344,50.4901344
30.5719584,50.49544
30.5414112,50.402416
30.5792352,50.4265248
30.548688,50.4938368
30.41216,50.4363808
30.449984,50.376144
30.449984,50.5741696
30.487808,50.3546208
30.5937888,50.5024192
30.4194368,50.4771392
30.5329088,50.4899136
30.6010656,50.394448
30.4645376,50.4515872
30.2901856,50.4508736
30.5401856,50.4921024
30.5401856,50.3336096
30.3961664,50.460608
30.5780096,50.3000992
30.5780096,50.3953728
30.5780096,50.3955968
30.5780096,50.3955456
30.4718144,50.5599264
30.5474624,50.4937088
30.3731104,50.41936
30.5169152,50.3389728
30.5547392,50.3888288
30.5547392,50.4947584
30.524192,50.4882048
30.562016,50.4954272
30.562016,50.3252128
30.425488,50.4768896
30.2814688,50.4502816
30.5314688,50.4126432
30.5692928,50.3123968
30.5692928,50.4956064
30.5692928,50.4212032
30.5692928,50.4106368
30.5692928,50.4106816
30.3949408,50.4579072
30.2887456,50.4507872
30.5387456,50.4916352
30.5765696,50.3956384
30.3643936,50.5028576
30.4400416,50.3840896
30.4778656,50.4491872
30.4778656,50.5514944
30.5460224,50.4934592
30.5838464,50.4277408
30.5838464,50.4277984
30.6216704,50.4719456
30.4473184,50.45856
30.4473184,50.4666304
30.4851424,50.54048
30.4851424,50.5407872
30.4851424,50.5440384
30.4851424,50.5411808
30.4851424,50.5405888
30.4851424,50.5399808
30.3411232,50.4544448
30.5911232,50.509232
30.6289472,50.4395552
30.4545952,50.4698176
30.5302432,50.4714304
30.5680672,50.4236064
30.5680672,50.4956128
30.5680672,50.4084192
30.386224,50.4914016
30.424048,50.4769824
30.461872,50.4247616
30.53752,50.324848
30.575344,50.4955552
30.363168,50.5104096
30.363168,50.5101472
30.2947968,50.451264
30.5447968,50.4931168
30.3704448,50.4563488
30.6204448,50.4409792
30.4764256,50.4876224
30.4764256,50.551936
30.4764256,50.447824
30.5520736,50.494256
30.5520736,50.3817088
30.5520736,50.3817152
30.5520736,50.38088
30.5520736,50.4942816
30.5520736,50.3496512
30.3398976,50.5264352
30.5898976,50.462768
30.5898976,50.394752
30.4837024,50.5249568
30.4837024,50.5216224
30.4837024,50.5242592
30.4837024,50.5224064
30.4837024,50.4886944
30.4837024,50.5238112
30.4837024,50.5235104
30.3396832,50.5265376
30.5896832,50.3950144
30.4909792,50.5192288
30.559136,50.3983712
30.422608,50.4769984
30.460432,50.3689088
30.498256,50.4969408
30.498256,50.4976512
30.498256,50.4987424
30.498256,50.4972192
30.498256,50.4980192
30.5664128,50.4954528
30.5664128,50.4956384
30.5664128,50.405904
30.5664128,50.4957056
30.4677088,50.3763552
30.2933568,50.4511136
30.5433568,50.4930432
30.4749856,50.5544096
30.5506336,50.37608
30.5506336,50.3553856
30.5506336,50.3554016
30.5506336,50.4942624
30.5506336,50.376336
30.5506336,50.354064
30.5506336,50.3762944
30.5506336,50.3540864
30.5506336,50.4942656
30.5506336,50.4015072
30.5884576,50.4290848
30.4822624,50.4885088
30.4822624,50.4884896
30.5200864,50.4884
30.5579104,50.3964096
30.5579104,50.3964736
30.5579104,50.3958816
30.5579104,50.3963968
30.3457344,50.4548608
30.5273632,50.4109312
30.5651872,50.4956352
30.6030112,50.4200704
30.496816,50.350208
30.28464,50.450528
30.53464,50.4753152
30.572464,50.4955776
30.5040928,50.48888
30.5419168,50.4924416
30.5419168,50.4926304
30.5797408,50.426688
30.3675648,50.4562272
30.6175648,50.4398208
30.4432128,50.45496
30.5491936,50.4939232
30.5491936,50.36272
30.5491936,50.49392
30.5491936,50.494048
30.3370176,50.4541696
30.5870176,50.4286752
30.7004896,50.4117856
30.5564704,50.3922656
30.5564704,50.39232
30.5564704,50.3930624
30.5564704,50.3930048
30.5942944,50.4817088
30.5942944,50.50264
30.5334144,50.3421984
30.5334144,50.4744224
30.5334144,50.489856
30.4650432,50.3745504
30.358848,50.4445216
30.608848,50.4927968
30.47232,50.558464
30.47232,50.506352
30.335792,50.4540416
30.585792,50.461872
30.585792,50.3952064
30.4795968,50.5072864
30.5174208,50.4884672
30.5552448,50.390144
30.5552448,50.388816
30.5552448,50.3900608
30.5930688,50.4845952
30.3808928,50.4209792
30.4868736,50.4889856
30.5246976,50.4879904
30.5625216,50.4019232
30.4563264,50.5425024
30.4941504,50.3526336
30.5319744,50.3831968
30.3197984,50.4529312
30.3197984,50.5379744
30.5697984,50.4181792
30.5697984,50.4134944
30.5697984,50.4184928
30.5697984,50.4134112
30.5697984,50.413152
30.5697984,50.4135232
30.5697984,50.4134976
30.5697984,50.412032
30.4332704,50.4331136
30.5770752,50.4955712
30.5770752,50.495376
30.3648992,50.5025824
30.546528,50.4020352
30.4783712,50.4880992
30.584352,50.428032
30.584352,50.3952672
30.584352,50.3950464
30.66,50.4024576
30.447824,50.3778528
30.697824,50.4100672
30.485648,50.488864
30.485648,50.5003328
30.4172768,50.3982784
30.4551008,50.4318976
30.4929248,50.4892544
30.5307488,50.4890624
30.5307488,50.4892416
30.5989056,50.4681088
30.4245536,50.4769408
30.5002016,50.4890528
30.5002016,50.34648
30.5380256,50.4838432
30.5380256,50.4912896
30.5758496,50.3957696
30.3940064,50.4317888
30.4696544,50.4836736
30.5453024,50.4184608
30.5453024,50.4935232
30.3331264,50.5304448
30.5831264,50.4276192
30.4391072,50.4622912
30.6209504,50.4737472
30.4769312,50.3427712
30.5525792,50.494304
30.5525792,50.3831712
30.5525792,50.4943168
30.5525792,50.4012256
30.5525792,50.3460992
30.5904032,50.3947328
30.5904032,50.394704
30.6282272,50.4476736
30.446384,50.4547008
30.484208,50.5327392
30.484208,50.5323904
30.484208,50.5323168
30.484208,50.529872
30.484208,50.5461152
30.484208,50.5326688
30.484208,50.5327488
30.484208,50.5297952
30.309856,50.5437504
30.559856,50.3991968
30.59768,50.4718048
30.59768,50.470864
30.2414848,50.4473888
30.5671328,50.4956448
30.4306048,50.4767296
30.4684288,50.4465792
30.5365856,50.319488
30.3244096,50.4532896
30.4000576,50.4043168
30.4757056,50.4874272
30.4757056,50.5536384
30.5438624,50.40232
30.5816864,50.395168
30.4073344,50.4588352
30.4829824,50.488624
30.5208064,50.4078144
30.5208064,50.408048
30.5889632,50.3950816
30.5889632,50.4292512
30.4146112,50.4595872
30.4902592,50.4891008
30.2780832,50.4838336
30.5280832,50.4886528
30.384064,50.4919008
30.634064,50.39824
30.53536,50.3149856
30.53536,50.4761248
30.323184,50.4532192
30.573184,50.49544
30.611008,50.4558176
30.4291648,50.476688
30.5426368,50.4928448
30.5804608,50.297344
30.4742656,50.48712
30.5499136,50.4941664
30.5499136,50.358256
30.5499136,50.4940096
30.5499136,50.3572896
30.5877376,50.3949216
30.6255616,50.396928
30.4815424,50.4885472
30.5193664,50.4071456
30.5571904,50.3938368
30.5571904,50.3948288
30.5571904,50.3354368
30.5950144,50.4790112
30.4206624,50.47712
30.7084864,50.3751552
30.5644672,50.4954912
30.5644672,50.495632
30.4279392,50.4766112
30.53392,50.306144
30.321744,50.53688
30.571744,50.4955904
30.571744,50.3090592
30.359568,50.4394048
30.359568,50.4394656
30.609568,50.3946976
30.47304,50.486336
30.47304,50.450048
30.5790208,50.4142112
30.5790208,50.3953024
30.6168448,50.4396128
30.4803168,50.5498464
30.4803168,50.355872
30.5559648,50.3917984
30.5559648,50.3667328
30.5559648,50.390944
30.5559648,50.3916864
30.4119456,50.400336
30.6997696,50.4112672
30.5254176,50.4882688
30.5632416,50.4026368
30.5632416,50.402528
30.4192224,50.4772032
30.7448704,50.3962976
30.5705184,50.3105088
30.3583424,50.4474464
30.5021472,50.4890976
30.5399712,50.3330912
30.6156192,50.4811968
30.4716,50.5063168
30.509424,50.5150144
30.547248,50.4019104
30.547248,50.401728
30.547248,50.4295872
30.585072,50.495664
30.4788768,50.507264
30.5167008,50.3388096
30.5545248,50.4947328
30.5545248,50.3875488
30.5545248,50.494592
30.5545248,50.3872704
30.5545248,50.3873824
30.3423488,50.5249632
30.5923488,50.4302688
30.6301728,50.3975488
30.4558208,50.430752
30.3118016,50.5427136
30.5618016,50.3263616
30.3496256,50.520752
30.5996256,50.3942752
30.6069024,50.3941952
30.4703744,50.4839904
30.5763552,50.3956832
30.3641792,50.4279008
30.4776512,50.4876992
30.5154752,50.4885344
30.5532992,50.3842016
30.5532992,50.343024
30.5532992,50.4010816
30.5532992,50.4945984
30.40928,50.4354048
30.447104,50.4388096
30.484928,50.5450912
30.484928,50.5416192
30.484928,50.5405664
30.484928,50.5370688
30.484928,50.489136
30.522752,50.4088416
30.310576,50.543312
30.560576,50.495376
30.5984,50.4954784
30.5300288,50.3879552
30.3178528,50.5391552
30.5678528,50.4955872
30.5678528,50.4086528
30.5678528,50.495472
30.6056768,50.4359488
30.4238336,50.4769248
30.3935008,50.4066208
30.4994816,50.3470368
30.5373056,50.4791264
30.5373056,50.491024
30.5373056,50.4029248
30.5751296,50.304096
30.3629536,50.511536
30.4689344,50.483616
30.5445824,50.4811168
30.5445824,50.4022368
30.3324064,50.5308
30.5824064,50.3951104
30.5824064,50.4273312
30.4458784,50.4394528
30.5140352,50.4884576
30.5518592,50.3802944
30.5518592,50.3504064
30.445664,50.453872
30.483488,50.5070144
30.5516448,50.4942144
30.5516448,50.3796768
30.5516448,50.494176
30.521312,50.4883264
30.5894688,50.4293888
30.3772928,50.4568032
30.4529408,50.4331424
30.7029408,50.4134688
30.5285888,50.488496
30.5285888,50.4885152
30.3845696,50.4571712
30.4602176,50.37144
30.5358656,50.3167392
30.5736896,50.4248832
30.6491232,50.4007584
30.5809664,50.395232
30.3687904,50.4561056
30.5125952,50.48872
30.5504192,50.3769536
30.5504192,50.3770176
30.5504192,50.3768704
30.5504192,50.3562976
30.5504192,50.3563296
30.5504192,50.4280288
30.5504192,50.4015584
30.5504192,50.3755808
30.5504192,50.4014752
30.5504192,50.376752
30.444224,50.4506432
30.3760672,50.4175264
30.482048,50.5489088
30.519872,50.4884352
30.519872,50.4882304
30.633344,50.4322848
30.421168,50.4771872
30.5271488,50.48832
30.5649728,50.4043232
30.4662688,50.4228288
30.3222496,50.4530624
30.3600736,50.434608
30.6100736,50.3945472
30.6100736,50.3948096
30.3295264,50.5294464
30.5795264,50.39552
30.6173504,50.3957152
30.3368032,50.5283232
30.5868032,50.4287712
30.4880992,50.354576
30.7380992,50.490608
30.3137472,50.4525184
30.5637472,50.4956864
30.419728,50.477264
30.669728,50.4715776
30.5332,50.4899872
30.571024,50.495536
30.4648288,50.3657088
30.2904768,50.4508576
30.5404768,50.4917984
30.3283008,50.5331264
30.5783008,50.3953792
30.4342816,50.456528
30.4721056,50.559056
30.5477536,50.4938656
30.5477536,50.40184
30.5477536,50.4938688
30.5855776,50.3951936
30.6234016,50.4701504
30.4793824,50.4881504
30.4112256,50.5201824
30.5550304,50.4946112
30.5550304,50.389296
30.5550304,50.494624
30.5550304,50.3886688
30.5928544,50.4304096
30.4866592,50.4889376
30.6001312,50.5299584
30.6379552,50.4629984
30.4636032,50.4457248
30.53176,50.4895392
30.53176,50.4895136
30.319584,50.538096
30.569584,50.3120032
30.357408,50.4525344
30.395232,50.5078784
30.645232,50.4001696
30.3268608,50.5340512
30.5768608,50.3954464
30.5768608,50.3956352
30.3646848,50.5010592
30.5841376,50.4278464
30.5841376,50.4952864
30.5538048,50.3855936
30.5538048,50.494512
30.5538048,50.4944864
30.5538048,50.4945408
30.4097856,50.4589472
30.4476096,50.5835296
30.4854336,50.4116224
30.5610816,50.4004512
30.4548864,50.4320032
30.7048864,50.4148064
30.5305344,50.3983616
30.5683584,50.4956192
30.5683584,50.408992
30.5683584,50.4954944
30.4621632,50.4713888
30.4999872,50.489056
30.3256352,50.5346528
30.5756352,50.4956032
30.3634592,50.5075616
30.46944,50.4214208
30.295088,50.451248
30.545088,50.4185216
30.545088,50.493488
30.582912,50.3951296
30.4767168,50.5070112
30.5145408,50.4886432
30.5523648,50.4942688
30.5523648,50.3816096
30.5523648,50.3825696
30.6280128,50.5235104
30.5218176,50.4882592
30.3096416,50.4522784
30.5596416,50.3989632
30.5596416,50.3992768
30.5974656,50.394624
30.4609376,50.4250816
30.5669184,50.4954688
30.5669184,50.3986208
30.5669184,50.4071456
30.5741952,50.4955872
30.5741952,50.495584
30.4754912,50.4874272
30.4754912,50.5536128
30.5511392,50.4941248
30.5511392,50.3782688
30.5511392,50.4943232
30.444944,50.4399456
30.444944,50.4522624
30.482768,50.4887936
30.482768,50.4887648
30.520592,50.4079392
30.558416,50.3344544
30.59624,50.4753984
30.59624,50.495296
30.4522208,50.472832
30.5278688,50.4113728
30.5656928,50.3177568
30.5656928,50.4051744
30.6716736,50.4033216
30.6035168,50.434816
30.4594976,50.425968
30.3229696,50.4531392
30.5729696,50.307248
30.3986176,50.411472
30.4667744,50.4462624
30.3302464,50.532
30.5802464,50.3954976
30.4058944,50.5015936
30.4058944,50.4875168
30.4058944,50.5005408
30.4058944,50.5011392
30.4058944,50.5005888
30.4058944,50.5010656
30.4058944,50.4983392
30.4058944,50.5019712
30.4058944,50.4993984
30.4058944,50.498848
30.4058944,50.4968576
30.4058944,50.4999392
30.4058944,50.498256
30.4058944,50.5009088
30.4058944,50.4996224
30.4058944,50.4966208
30.4058944,50.5008512
30.4058944,50.4995808
30.4058944,50.4990624
30.4058944,50.4986816
30.5118752,50.3398848
30.5496992,50.3579328
30.5496992,50.4941408
30.5496992,50.3680672
30.5496992,50.3624192
30.5496992,50.3580096
30.5496992,50.3667136
30.5496992,50.365888
30.5496992,50.3603616
30.5875232,50.3951616
30.5875232,50.5092736
30.6631712,50.4029824
30.519152,50.4884192
30.306976,50.4521248
30.556976,50.3934368
30.556976,50.393312
30.556976,50.4233408
30.3448,50.523552
30.5948,50.4790016
30.382624,50.4570016
30.632624,50.4615104
30.5642528,50.4956352
30.6020768,50.495312
30.4277248,50.4766144
30.5411968,50.4024928
30.6093536,50.4219872
30.6093536,50.4763616
30.4728256,50.447648
30.5106496,50.4885376
30.3362976,50.528544
30.5862976,50.4284544
30.4801024,50.5501664
30.5179264,50.488496
30.5557504,50.391328
30.5557504,50.3913088
30.5557504,50.3364672
30.5557504,50.4947424
30.5935744,50.4305984
30.4495552,50.4458912
30.5252032,50.34152
30.5252032,50.4880928
30.5630272,50.437392
30.5630272,50.4956192
30.5630272,50.3223328
30.6008512,50.3941856
30.706832,50.416272
30.28248,50.4503808
30.570304,50.417296
30.570304,50.4150784
