X,Y,UNIT_NO,
30.4712448,50.4504608,2
30.469856,50.4506944,2
30.4982272,50.4921824,2
30.4981952,50.4931328,2
30.4981792,50.4940864,2
30.4982112,50.4950816,2
30.4982528,50.4960448,2
30.4982848,50.4970016,2
30.4983168,50.497968,2
30.4983136,50.4989312,2
30.4981664,50.4939296,2
30.4981984,50.494896,2
30.4982272,50.4958304,2
30.4981792,50.492432,2
30.4981344,50.49344,2
30.4981504,50.4944416,2
30.4981888,50.495456,2
30.4982176,50.4965184,2
30.4982464,50.4975968,2
30.4982784,50.4986528,2
30.4989856,50.5071424,2
30.4991104,50.508096,2
30.508064,50.5140576,2
30.5091584,50.5148576,2
30.510112,50.515568,2
30.5110656,50.5162688,2
30.5120064,50.5169824,2
30.5129728,50.5177664,2
30.513616,50.5186112,2
30.513712,50.5194976,2
30.498128,50.4937088,2
30.4981568,50.494672,2
30.498192,50.495664,2
30.4982176,50.4966592,2
30.4982592,50.4976192,2
30.4982784,50.4985344,2
30.5072224,50.5225536,2
30.5087296,50.5225984,2
30.4982144,50.491856,2
30.4981856,50.4927936,2
30.4981632,50.4937408,2
30.4981888,50.4947168,2
30.4982208,50.495728,2
30.4982496,50.49672,2
30.498288,50.497712,2
30.4983168,50.498736,2
30.4983744,50.4996896,2
30.4979328,50.4962624,2
30.4979104,50.4953216,2
30.4977376,50.492512,2
30.4976672,50.4915968,2
30.4551264,50.4722944,2
30.456656,50.472112,2
30.4582848,50.4718432,2
30.4855072,50.4888608,2
30.4981856,50.4918624,2
30.4981696,50.4928512,2
30.4981568,50.4938624,2
30.4981856,50.4949312,2
30.4982112,50.4959744,2
30.4982368,50.496976,2
30.4982784,50.4979264,2
30.4987616,50.5040992,2
30.4930432,50.5214752,2
30.5061344,50.522544,2
30.5078112,50.522544,2
30.5095232,50.52248,2
30.5110272,50.5224672,2
30.4981984,50.495312,2
30.4982304,50.4962272,2
30.4981984,50.4951776,2
30.491632,50.4892352,2
30.49816,50.4944064,2
30.4981856,50.4953792,2
30.498208,50.4964416,2
30.4982432,50.4975168,2
30.4982784,50.4985696,2
30.498336,50.4995456,2
30.4769024,50.4875936,2
30.4844832,50.4888448,2
30.4981664,50.4947232,2
30.4981984,50.4956736,2
30.498224,50.4966432,2
30.498256,50.4976512,2
30.4982848,50.4986496,2
30.4983168,50.499568,2
30.4981984,50.4944928,2
30.4982176,50.4954464,2
30.49824,50.4964032,2
30.4982784,50.4973536,2
30.4831168,50.4888224,2
30.4981888,50.4949024,2
30.4982176,50.4959008,2
30.4982496,50.4968672,2
30.4982752,50.4977824,2
30.4574528,50.481456,2
30.4588096,50.4817824,2
30.4979072,50.4956928,2
30.4978816,50.494784,2
30.4978368,50.4938784,2
30.49776,50.4929472,2
30.4976512,50.4919648,2
30.4833536,50.4886432,2
30.48536,50.4889312,2
30.4851904,50.48904,2
30.4837216,50.4888608,2
30.4620448,50.4825472,2
30.4749632,50.4873376,2
30.476416,50.4875872,2
30.47784,50.4877696,2
30.4852768,50.4888928,2
30.4981664,50.4941856,2
30.4982016,50.49512,2
30.4982272,50.4960672,2
30.4982624,50.4970432,2
30.4982912,50.498,2
30.49832,50.4989152,2
30.4981984,50.4919968,2
30.4981568,50.492992,2
30.4981568,50.4940032,2
30.4981856,50.4950592,2
30.4982208,50.4961088,2
30.4982496,50.497136,2
30.4982656,50.4981216,2
30.4982944,50.4990784,2
30.4981984,50.4946048,2
30.4982272,50.495584,2
30.4982496,50.4965696,2
30.4982848,50.49752,2
30.4979616,50.497216,2
30.4979296,50.496304,2
30.4129024,50.4775968,4
30.4161792,50.4773376,4
30.4176736,50.4772768,4
30.4192288,50.4771872,4
30.420848,50.477104,4
30.4224032,50.4770304,4
30.4239648,50.4769504,4
30.4255904,50.4768064,4
30.4272,50.4765664,4
30.4286784,50.476512,4
30.4617792,50.4715872,4
30.4602336,50.4717632,4
30.4586176,50.4719456,4
30.4571424,50.4721568,4
30.4247168,50.4769056,4
30.4229984,50.4770592,4
30.4213664,50.4771648,4
30.419728,50.477264,4
30.4181952,50.4773216,4
30.3993504,50.4848064,4
30.3981728,50.485424,4
30.418416,50.4772608,4
30.420176,50.4771296,4
30.4221248,50.4769824,4
30.423968,50.476912,4
30.4256672,50.4767424,4
30.427264,50.4764992,4
30.4513248,50.4729664,4
30.4497024,50.4732096,4
30.4209568,50.4773408,4
30.399376,50.4848512,4
30.3982112,50.4854976,4
30.4185792,50.4772768,4
30.4202752,50.477216,4
30.4219936,50.4771264,4
30.4237088,50.477024,4
30.425424,50.476832,4
30.4271008,50.4765824,4
30.4286912,50.476512,4
30.4540992,50.4726144,4
30.4526208,50.472816,4
30.4512224,50.473008,4
30.4250432,50.476912,4
30.4234368,50.4770752,4
30.4217088,50.477168,4
30.41992,50.4772544,4
30.4183296,50.4773408,4
30.4166688,50.4774144,4
30.3999168,50.4846176,4
30.398768,50.485232,4
30.4119648,50.4779744,4
30.419888,50.477184,4
30.4214304,50.4770912,4
30.422976,50.4770272,4
30.4245536,50.4769408,4
30.4261184,50.476752,4
30.4276544,50.4765216,4
30.4291456,50.4765056,4
30.4497888,50.4731872,4
30.4258432,50.4768512,4
30.4242752,50.477008,4
30.4225888,50.477088,4
30.4208352,50.477184,4
30.4191424,50.4772672,4
30.4099872,50.4791712,4
30.3992512,50.4849248,4
30.3981344,50.4855168,4
30.421136,50.4770592,4
30.4226688,50.477008,4
30.4244512,50.4769216,4
30.4259616,50.4767424,4
30.4274368,50.4765472,4
30.4288896,50.4765152,4
30.4540832,50.4724768,4
30.4557632,50.472256,4
30.4575808,50.4720064,4
30.4593568,50.4717824,4
30.4610016,50.4716096,4
30.4609952,50.4715904,4
30.4591552,50.471808,4
30.4573568,50.472064,4
30.4505888,50.4730144,4
30.4245568,50.4769376,4
30.4231136,50.4770304,4
30.4216224,50.4771104,4
30.4201152,50.4771872,4
30.4006592,50.484192,4
30.3995488,50.4847808,4
30.4215584,50.4770272,4
30.4230112,50.47696,4
30.4244672,50.476864,4
30.4259392,50.4767104,4
30.4274176,50.4764896,4
30.427136,50.4767136,4
30.4256672,50.476912,4
30.4241376,50.4770848,4
30.422608,50.4771552,4
30.4210944,50.4772256,4
30.419568,50.4772896,4
30.3999744,50.4845088,4
30.3987776,50.4851488,4
30.4209536,50.4770752,4
30.422384,50.4769984,4
30.4238336,50.4769248,4
30.4253056,50.4767936,4
30.426752,50.4765696,4
30.4283936,50.4764544,4
30.4596032,50.4717024,4
30.461184,50.4715264,4
30.4244448,50.47704,4
30.422976,50.4771104,4
30.4215168,50.477168,4
30.4005632,50.4841472,4
30.3993344,50.4847872,4
30.3980544,50.4854912,4
30.4188416,50.4771872,4
30.42048,50.4771616,4
30.42216,50.4770912,4
30.4238592,50.4769984,4
30.4255552,50.4768928,4
30.4271616,50.4766496,4
30.476192,50.4634976,4
30.4505344,50.47304,4
30.4490688,50.4732448,4
30.4258944,50.4767264,4
30.4242784,50.476912,4
30.422544,50.47704,4
30.4208544,50.4771488,4
30.4193376,50.4772384,4
30.4004672,50.4842944,4
30.3993216,50.4849056,4
30.4196288,50.477184,4
30.42144,50.4770688,4
30.4232288,50.476976,4
30.4249504,50.476848,4
30.4265728,50.476624,4
30.455568,50.4723648,4
30.4540832,50.4725792,4
30.4525568,50.4728096,4
30.451136,50.4730144,4
30.4268,50.4767104,4
30.42528,50.4769248,4
30.4235968,50.4770592,4
30.4218048,50.4771616,4
30.4200608,50.4772416,4
30.4185376,50.4773216,4
30.4118048,50.4780224,4
30.4173312,50.4772608,4
30.41896,50.4771968,4
30.4206848,50.47712,4
30.4223712,50.47704,4
30.424112,50.4769504,4
30.425952,50.476752,4
30.4276576,50.4765152,4
30.4780672,50.4633056,4
30.4606464,50.4717344,4
30.4588672,50.4719232,4
30.4571072,50.472144,4
30.455504,50.4723744,4
30.4537536,50.4726272,4
30.452112,50.47288,4
30.45032,50.4731264,4
30.4486592,50.4733728,4
30.4258816,50.4768448,4
30.4242528,50.4770304,4
30.422528,50.4771264,4
30.42072,50.4772192,4
30.418928,50.4773088,4
